sku	titolo	descrizione	prezzo	prezzo_originale	url	immagine	categoria	marca	ean	disponibilita	tempi_consegna	spese_spedizione	condizione
5801326	Lenzuolo Elastico Marine Business Tipo F 200×200×190 cm per Cuccette Barca - Blu Navy	Lenzuolo Elastico Marine Business Tipo F 200×200×190 cm Il lenzuolo elastico Marine Business modello F è progettato specificamente per materassi matrimoniali quadrati di grandi dimensioni , una geometria tipica delle cuccette nautiche dove i materassi rar	95.50	124.15	https://www.onautica.com/products/lenzuolo-elastico-marine-business-tipo-f-200-200-190-cm-per-cuccette-barca?variant=52983322640731&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/lenzuolo-elastico-marine-business-tipo-f-200x200x190.webp?v=1778778271	Nautica;Comfort di Bordo;Tavoli e Accessori	Marine Business		disponibile	2-4 giorni lavorativi	5.90	nuovo
5801330	Lenzuolo Elastico Marine Business Tipo G 90×190 cm per Cuccette Barca - Bianco	Lenzuolo Elastico Marine Business Tipo G 90×190 cm Il lenzuolo elastico Marine Business modello G è progettato specificamente per materassi singoli standard a forma rettangolare , una geometria tipica delle cuccette nautiche dove i materassi raramente han	95.50	124.15	https://www.onautica.com/products/lenzuolo-elastico-marine-business-tipo-g-90-190-cm-per-cuccette-barca?variant=52983323623771&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/lenzuolo-elastico-marine-business-tipo-g-90x190.webp?v=1778778278	Nautica;Comfort di Bordo;Tavoli e Accessori	Marine Business		disponibile	2-4 giorni lavorativi	5.90	nuovo
5801331	Lenzuolo Elastico Marine Business Tipo G 90×190 cm per Cuccette Barca - Blu Navy	Lenzuolo Elastico Marine Business Tipo G 90×190 cm Il lenzuolo elastico Marine Business modello G è progettato specificamente per materassi singoli standard a forma rettangolare , una geometria tipica delle cuccette nautiche dove i materassi raramente han	95.50	124.15	https://www.onautica.com/products/lenzuolo-elastico-marine-business-tipo-g-90-190-cm-per-cuccette-barca?variant=52983323656539&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/lenzuolo-elastico-marine-business-tipo-g-90x190.webp?v=1778778278	Nautica;Comfort di Bordo;Tavoli e Accessori	Marine Business		disponibile	2-4 giorni lavorativi	5.90	nuovo
4712245	Piastre 420x340 mm. bianco salvapoppa PL angolate inclinazione 22<1 mm.	Questa tavoletta, parte della serie di Piastre proteggi poppa in plastica zigrinata, è un accessorio specializzato e non solo una protezione: è una piastra a cuneo progettata per variare l'inclinazione del motore fuoribordo. È essenziale per ottimizzare l	8.88	12.44	https://www.onautica.com/products/tavoletta-proteggi-poppa-plastica-cuneo-motore?variant=52577471955291&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Tavoletta_proteggi_poppa_plastica_45_x_36_cm_b.png?v=1773341763	Nautica;Motore;Supporti Motore Ausiliario	Osculati	8033137032691	limitata	2-4 giorni lavorativi	5.90	nuovo
4712045	Piastre Salvapoppa in Plastica (450 x 360 mm) - Nero	Queste piastre extra sono un accessorio protettivo essenziale per lo scafo, ideali per salvaguardare la poppa da urti, graffi e usura causati dal motore fuoribordo e dagli accessori. Caratteristiche Principali: Materiale: Realizzate in robusta Plastica .	7.99	11.18	https://www.onautica.com/products/piastre-salvapoppa-plastica-450x360mm-nero-bianco?variant=52513547911515&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Piastre_450x360_mm._salvapoppa_PL_extra.png?v=1773341762	Nautica;Motore;Supporti Motore Ausiliario	Motomarine	8033626008817	limitata	2-4 giorni lavorativi	5.90	nuovo
4712145	Piastre Salvapoppa in Plastica (450 x 360 mm) - Bianco	Queste piastre extra sono un accessorio protettivo essenziale per lo scafo, ideali per salvaguardare la poppa da urti, graffi e usura causati dal motore fuoribordo e dagli accessori. Caratteristiche Principali: Materiale: Realizzate in robusta Plastica .	8.07	11.29	https://www.onautica.com/products/piastre-salvapoppa-plastica-450x360mm-nero-bianco?variant=52541955408219&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Piastre_450x360_mm._salvapoppa_PL_extra.png?v=1773341762	Nautica;Motore;Supporti Motore Ausiliario	Motomarine	8033626008824	limitata	2-4 giorni lavorativi	5.90	nuovo
4712130	Piastre Salvapoppa in Plastica - Versione BIANCA Standard - 300x220 mm.	Queste piastre salva poppa sono un accessorio di protezione essenziale per lo scafo, specificamente progettate per salvaguardare la poppa da urti, graffi e usura causati dal motore fuoribordo e dagli accessori. Caratteristiche Principali: Materiale: Reali	5.42	7.32	https://www.onautica.com/products/piastre-salvapoppa-plastica-bianco-300-450mm?variant=52513547845979&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Piastre_320-450_mm._bianco_salvapoppa.png?v=1773341761	Nautica;Motore;Supporti Motore Ausiliario	Motomarine	8033626124906	limitata	2-4 giorni lavorativi	5.90	nuovo
4712146	Piastre Salvapoppa in Plastica - Versione BIANCA Standard - 450x360 mm.	Queste piastre salva poppa sono un accessorio di protezione essenziale per lo scafo, specificamente progettate per salvaguardare la poppa da urti, graffi e usura causati dal motore fuoribordo e dagli accessori. Caratteristiche Principali: Materiale: Reali	8.07	11.29	https://www.onautica.com/products/piastre-salvapoppa-plastica-bianco-300-450mm?variant=52541951246683&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Piastre_320-450_mm._bianco_salvapoppa.png?v=1773341761	Nautica;Motore;Supporti Motore Ausiliario	Motomarine	8033626124920	limitata	2-4 giorni lavorativi	5.90	nuovo
5802092	Piatti Dinner e Soup VENTI4 in Melamina Satinata - Soup - Ø 237xH34 mm	La linea di piatti Venti4 combina un design elegante e futuristico con la funzionalità essenziale per l'uso a bordo. Caratteristiche e Design: Design a Disco: Questi piatti vantano una fisionomia a disco dal design pulito ed elegante. Materiale: Sono cost	13.80	19.30	https://www.onautica.com/products/piatti-dinner-e-soup-venti4-in-melamina-satinata?variant=52545542750555&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/PIATTIDINNERESOUPVENTI4.png?v=1762892799	Nautica;Comfort di Bordo;Tavoli e Accessori	Motomarine		limitata	2-4 giorni lavorativi	5.90	nuovo
3030439	Plancetta di Poppa in Acciaio Inox e Legno Marino, 6 Misure - 27 × 39 cm	Plancetta di poppa con telaio in tubo di acciaio inox Ø 25 mm e piano in doghe di legno marino. Si fissa allo specchio di poppa con attacchi a U, ed è disponibile in sei misure, dalla 27 × 39 cm delle barche piccole alla 200 × 55 cm. È il modo per dare un	164.90	220.20	https://www.onautica.com/products/plancetta-di-poppa-in-acciaio-inox-e-legno-marino-6-misure?variant=53836266078555&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/3030439-1.webp?v=1787166028	Nautica;Motore;Supporti Motore Ausiliario	FNI		disponibile	2-4 giorni lavorativi	5.90	nuovo
3030440	Plancetta di Poppa in Acciaio Inox e Legno Marino, 6 Misure - 39 × 45 cm	Plancetta di poppa con telaio in tubo di acciaio inox Ø 25 mm e piano in doghe di legno marino. Si fissa allo specchio di poppa con attacchi a U, ed è disponibile in sei misure, dalla 27 × 39 cm delle barche piccole alla 200 × 55 cm. È il modo per dare un	180.90	243.80	https://www.onautica.com/products/plancetta-di-poppa-in-acciaio-inox-e-legno-marino-6-misure?variant=53836266111323&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/3030439-1.webp?v=1787166028	Nautica;Motore;Supporti Motore Ausiliario	FNI		disponibile	2-4 giorni lavorativi	0	nuovo
3030448	Plancetta di Poppa in Acciaio Inox e Legno Marino, 6 Misure - 50 × 45 cm	Plancetta di poppa con telaio in tubo di acciaio inox Ø 25 mm e piano in doghe di legno marino. Si fissa allo specchio di poppa con attacchi a U, ed è disponibile in sei misure, dalla 27 × 39 cm delle barche piccole alla 200 × 55 cm. È il modo per dare un	210.90	286.90	https://www.onautica.com/products/plancetta-di-poppa-in-acciaio-inox-e-legno-marino-6-misure?variant=53836266144091&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/3030439-1.webp?v=1787166028	Nautica;Motore;Supporti Motore Ausiliario	FNI		disponibile	2-4 giorni lavorativi	0	nuovo
3030460	Plancetta di Poppa in Acciaio Inox e Legno Marino, 6 Misure - 60 × 55 cm	Plancetta di poppa con telaio in tubo di acciaio inox Ø 25 mm e piano in doghe di legno marino. Si fissa allo specchio di poppa con attacchi a U, ed è disponibile in sei misure, dalla 27 × 39 cm delle barche piccole alla 200 × 55 cm. È il modo per dare un	234.90	322.60	https://www.onautica.com/products/plancetta-di-poppa-in-acciaio-inox-e-legno-marino-6-misure?variant=53836266176859&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/3030439-1.webp?v=1787166028	Nautica;Motore;Supporti Motore Ausiliario	FNI		disponibile	2-4 giorni lavorativi	0	nuovo
3030415	Plancetta di Poppa in Acciaio Inox e Legno Marino, 6 Misure - 150 × 55 cm	Plancetta di poppa con telaio in tubo di acciaio inox Ø 25 mm e piano in doghe di legno marino. Si fissa allo specchio di poppa con attacchi a U, ed è disponibile in sei misure, dalla 27 × 39 cm delle barche piccole alla 200 × 55 cm. È il modo per dare un	584.90	853.20	https://www.onautica.com/products/plancetta-di-poppa-in-acciaio-inox-e-legno-marino-6-misure?variant=53836266209627&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/3030439-1.webp?v=1787166028	Nautica;Motore;Supporti Motore Ausiliario	FNI		disponibile	2-4 giorni lavorativi	0	nuovo
3030420	Plancetta di Poppa in Acciaio Inox e Legno Marino, 6 Misure - 200 × 55 cm	Plancetta di poppa con telaio in tubo di acciaio inox Ø 25 mm e piano in doghe di legno marino. Si fissa allo specchio di poppa con attacchi a U, ed è disponibile in sei misure, dalla 27 × 39 cm delle barche piccole alla 200 × 55 cm. È il modo per dare un	647.90	949.70	https://www.onautica.com/products/plancetta-di-poppa-in-acciaio-inox-e-legno-marino-6-misure?variant=53836266242395&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/3030439-1.webp?v=1787166028	Nautica;Motore;Supporti Motore Ausiliario	FNI		disponibile	2-4 giorni lavorativi	0	nuovo
3030437	Plancetta di Poppa in Acciaio Inox e Legno Marino, 6 Misure - Accessorio · Scaletta pieghevole 3 gradini in legno marino	Plancetta di poppa con telaio in tubo di acciaio inox Ø 25 mm e piano in doghe di legno marino. Si fissa allo specchio di poppa con attacchi a U, ed è disponibile in sei misure, dalla 27 × 39 cm delle barche piccole alla 200 × 55 cm. È il modo per dare un	140.90	185.40	https://www.onautica.com/products/plancetta-di-poppa-in-acciaio-inox-e-legno-marino-6-misure?variant=53836266275163&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/3030439-1.webp?v=1787166028	Nautica;Motore;Supporti Motore Ausiliario	FNI		disponibile	2-4 giorni lavorativi	5.90	nuovo
0511301	Plancetta di Poppa Tinox S con Scaletta 2 Gradini in Inox e Doussie - 285 × 415 mm · con scaletta 2 gradini	Plancetta di poppa compatta, con telaio in acciaio inox AISI 316 e piano in doghe di legno marino Doussie, completa di scaletta pieghevole a 2 gradini. Misura 285 × 415 mm: è la taglia pensata per le barche piccole, dove una plancetta intera non ci sta. R	263.50	342.55	https://www.onautica.com/products/plancetta-di-poppa-tinox-s-con-scaletta-2-gradini-in-inox-e-doussie?variant=53836263883099&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0511301-1.webp?v=1787165983	Nautica;Motore;Supporti Motore Ausiliario	Motomarine		disponibile	2-4 giorni lavorativi	0	nuovo
0510701	Plancetta Minox con Scaletta in Acciaio Inox e Legno - S (2 gradini)	La plancetta Minox è una pedana di poppa con scaletta integrata, pensata per facilitare la salita a bordo dall'acqua. È realizzata in acciaio inox con doghe in legno e si fissa allo specchio di poppa tramite tubo di supporto da 25 mm. È disponibile nei mo	186.20	242.06	https://www.onautica.com/products/plancetta-minox-con-scaletta-in-acciaio-inox-e-legno?variant=53885176545627&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0510701_1.webp?v=1787735252	Nautica;Motore;Supporti Motore Ausiliario	Motomarine		disponibile	2-4 giorni lavorativi	0	nuovo
0510901	Plancetta Minox con Scaletta in Acciaio Inox e Legno - L (3 gradini)	La plancetta Minox è una pedana di poppa con scaletta integrata, pensata per facilitare la salita a bordo dall'acqua. È realizzata in acciaio inox con doghe in legno e si fissa allo specchio di poppa tramite tubo di supporto da 25 mm. È disponibile nei mo	212.30	275.99	https://www.onautica.com/products/plancetta-minox-con-scaletta-in-acciaio-inox-e-legno?variant=53885176578395&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0510901_3.webp?v=1787735265	Nautica;Motore;Supporti Motore Ausiliario	Motomarine		disponibile	2-4 giorni lavorativi	0	nuovo
0510702	Plancetta Minox con Supporto Motore in Acciaio Inox e Legno - S - 270x390 mm	La plancetta Minox è una pedana di poppa in acciaio inox e legno, pensata per offrire un piano d'appoggio stabile e un supporto integrato per il motore fuoribordo. La struttura in acciaio inox garantisce resistenza alla corrosione, mentre il piano in legn	167.80	218.14	https://www.onautica.com/products/plancetta-minox-con-supporto-motore-in-acciaio-inox-e-legno?variant=53885184934235&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0510702.webp?v=1787735273	Nautica;Motore;Supporti Motore Ausiliario	Motomarine		disponibile	2-4 giorni lavorativi	5.90	nuovo
0510902	Plancetta Minox con Supporto Motore in Acciaio Inox e Legno - L - 390x450 mm	La plancetta Minox è una pedana di poppa in acciaio inox e legno, pensata per offrire un piano d'appoggio stabile e un supporto integrato per il motore fuoribordo. La struttura in acciaio inox garantisce resistenza alla corrosione, mentre il piano in legn	193.40	251.42	https://www.onautica.com/products/plancetta-minox-con-supporto-motore-in-acciaio-inox-e-legno?variant=53885184967003&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0510702.webp?v=1787735273	Nautica;Motore;Supporti Motore Ausiliario	Motomarine		disponibile	2-4 giorni lavorativi	0	nuovo
0510700	Plancetta Minox in Acciaio Inox e Legno - S – 270x390 mm	La plancetta Minox è una pedana di poppa in acciaio inox e legno, pensata per essere installata sullo specchio di poppa dell'imbarcazione. Offre un piano d'appoggio stabile per accedere all'acqua o risalire a bordo, con una struttura resistente alla corro	146.60	190.58	https://www.onautica.com/products/plancetta-minox-in-acciaio-inox-e-legno?variant=53885173563739&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0510700.webp?v=1787735246	Nautica;Motore;Supporti Motore Ausiliario	Motomarine		disponibile	2-4 giorni lavorativi	5.90	nuovo
0510900	Plancetta Minox in Acciaio Inox e Legno - L – 390x450 mm	La plancetta Minox è una pedana di poppa in acciaio inox e legno, pensata per essere installata sullo specchio di poppa dell'imbarcazione. Offre un piano d'appoggio stabile per accedere all'acqua o risalire a bordo, con una struttura resistente alla corro	161.50	209.95	https://www.onautica.com/products/plancetta-minox-in-acciaio-inox-e-legno?variant=53885173596507&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0510700.webp?v=1787735246	Nautica;Motore;Supporti Motore Ausiliario	Motomarine		disponibile	2-4 giorni lavorativi	5.90	nuovo
0511406	Plancetta Teak con Scaletta 3 Gradini in Acciaio Inox - 45x39 cm	La plancetta in teak con scaletta integrata è pensata per facilitare la risalita a bordo dall'acqua. La struttura è in legno di teak, mentre la scaletta a 3 gradini è realizzata in acciaio inox, per resistere all'ambiente marino e garantire stabilità dura	285.60	371.28	https://www.onautica.com/products/plancetta-teak-con-scaletta-3-gradini-in-acciaio-inox?variant=53885206004059&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0511406.webp?v=1787735309	Nautica;Motore;Supporti Motore Ausiliario	Motomarine		disponibile	2-4 giorni lavorativi	0	nuovo
0511402	Plancetta TKC in Acciaio Inox e Teak - 270x390 mm	La plancetta TKC è pensata per l'imbarco e lo sbarco dall'acqua, con struttura in acciaio inox e superficie calpestabile in teak. Il teak offre una buona presa anche da bagnato, mentre l'acciaio inox garantisce resistenza alla corrosione in ambiente marin	155.10	201.63	https://www.onautica.com/products/plancetta-tkc-in-acciaio-inox-e-teak?variant=53885201776987&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0511404.webp?v=1787735298	Nautica;Motore;Supporti Motore Ausiliario	Motomarine		disponibile	2-4 giorni lavorativi	5.90	nuovo
0851250	Poltroncina Gonfiabile Tiki 60x40 cm - 60x40x5 cm	La poltroncina gonfiabile Tiki è un cuscino da seduta pensato per momenti di relax a bordo o in acqua. Si gonfia in pochi minuti e, una volta sgonfiata, occupa pochissimo spazio per il trasporto e la riposizione. È disponibile nella misura 60 x 40 x 5 cm.	137.80	179.14	https://www.onautica.com/products/poltroncina-gonfiabile-tiki-60x40-cm?variant=53885457301851&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/0851250.webp?v=1787735853	Nautica;Comfort di Bordo;Tavoli e Accessori	Tiki Yachting		disponibile	2-4 giorni lavorativi	5.90	nuovo
48.430.08	Portabicchieri a scatto su pulpiti o battagliole bianco	Portabicchieri universali in plastica, progettati per un'installazione rapida e sicura a scatto su pulpiti o battagliole. Ideali per tenere bevande a portata di mano durante la navigazione, si montano senza attrezzi e senza forare la barca. Disponibili in	9.02	12.63	https://www.onautica.com/products/portabicchieri-a-scatto-su-pulpiti-o-battagliole-bianco?variant=52577475166555&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portabicchieri_a_scatto_su_pulpiti_o_battagliole_bianco.png?v=1773341774	Nautica;Comfort di Bordo;Tavoli e Accessori	Osculati	8033137042003	limitata	2-4 giorni lavorativi	5.90	nuovo
48.430.06	Portabicchieri pieghevole acciaio inox	Portabicchieri pieghevole in acciaio inox lucido , progettato per offrire praticità e ordine a bordo senza rinunciare all'eleganza. La struttura regolabile in nylon si adatta a diverse misure di bicchieri, rendendolo versatile per ogni esigenza. Include u	24.38	34.13	https://www.onautica.com/products/portabicchieri-pieghevole-acciaio-inox?variant=52577474969947&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portabicchieri_pieghevole_acciaio_inox.png?v=1773341775	Nautica;Comfort di Bordo;Tavoli e Accessori	Osculati	8033137150340	limitata	2-4 giorni lavorativi	5.90	nuovo
5805001	Portabicchieri Pieghevole Nero – Portalattine Salvaspazio Ripiegabile per Barca	Portabicchieri e portalattine pieghevole, ideale per mantenere bibite e bevande sempre a portata di mano a bordo. Grazie al design ripiegabile, occupa il minimo spazio quando non utilizzato, adattandosi perfettamente alle esigenze degli spazi ridotti tipi	5.42	7.32	https://www.onautica.com/products/portabicchieri-pieghevole-nero?variant=52577475101019&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portabicchieri_pieghevole_nero.png?v=1773341774	Nautica;Comfort di Bordo;Tavoli e Accessori	Motomarine	8033626157430	limitata	2-4 giorni lavorativi	5.90	nuovo
5805008	Portabicchieri/portalattine a ventosa - kit 4 pezzi	Portabicchieri a ventosa in morbido PVC, progettato per mantenere saldamente bicchieri e lattine sul tavolo di bordo anche in navigazione. La ventosa garantisce una presa sicura su qualsiasi superficie liscia, evitando fastidiosi rovesciamenti. Il kit com	9.49	13.29	https://www.onautica.com/products/portabicchieri-ventosa-coppia?variant=52577475199323&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portabicchieri_Ventosa_Coppia.png?v=1773341775	Nautica;Comfort di Bordo;Tavoli e Accessori	Osculati	8033137006531	limitata	2-4 giorni lavorativi	5.90	nuovo
10352	Portachiavi Galleggiante Mini Blu – Anti-UV per Barca, Non Affonda	Portachiavi galleggianti ricoperti in tessuto resistente ai raggi UV. Caratteristiche principali Galleggiante: non affonda se cade in acqua Formato mini: compatto e leggero, non ingombra in tasca Colorazione blu brillante: facile da individuare anche in a	5.97	8.06	https://www.onautica.com/products/portachiavi-mini-arancio?variant=52577475330395&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portachiavi_mini_arancio_7.png?v=1773341776	Nautica;Comfort di Bordo;Tavoli e Accessori	Motomarine	8033626435163	limitata	2-4 giorni lavorativi	5.90	nuovo
10353	Portachiavi Galleggiante Mini Giallo – Anti-UV per Barca, Non Affonda	Portachiavi galleggianti ricoperti in tessuto resistente ai raggi UV. Caratteristiche principali Galleggiante: non affonda se cade in acqua Formato mini: compatto e leggero, non ingombra in tasca o in borsello Colore giallo ad alta visibilità: facile da i	5.97	8.06	https://www.onautica.com/products/portachiavi-mini-giallo?variant=52577475133787&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portachiavi_mini_giallo.png?v=1773341775	Nautica;Comfort di Bordo;Tavoli e Accessori	Motomarine	8033626435156	limitata	2-4 giorni lavorativi	5.90	nuovo
10354	Portachiavi Mini Arancio Galleggiante – Portachiavi in Tessuto Resistente ai Raggi UV	Portachiavi galleggianti ricoperti in tessuto resistente ai raggi UV. Caratteristiche principali Colore arancio ad alta visibilità, facile da individuare anche in ambienti affollati o in condizioni di scarsa luce Galleggiante: non affonda se cade in acqua	5.97	8.06	https://www.onautica.com/products/portachiavi-mini-arancio-1?variant=52577475428699&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portachiavi_mini_arancio.png?v=1773341776	Nautica;Comfort di Bordo;Tavoli e Accessori	Motomarine	8033626435132	limitata	2-4 giorni lavorativi	5.90	nuovo
5814814	Portachiavi parabordo allungato bianco/blu	Portachiavi galleggianti parabordi & boe in soffice e robusto PVC. Caratteristiche principali Design a forma di parabordo allungato, richiamando l'essenza della vita a bordo Colorazione classica bianco/blu, inconfondibile nei colori della nautica Galleggi	5.68	7.67	https://www.onautica.com/products/portachiavi-parabordo-allungato-bianco-blu?variant=52577475494235&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portachiavi_parabordo_allungato_bianco_blu.png?v=1773341776	Nautica;Comfort di Bordo;Tavoli e Accessori	Motomarine	8033626168641	disponibile	2-4 giorni lavorativi	5.90	nuovo
35.511.02	Portachiavi parabordo allungato blu/rosso	Portachiavi galleggianti parabordi in soffice e robusto PVC. Misure 28x80 (lunghezza) mm. Caratteristiche principali Galleggiante: non va a fondo se cade in acqua Colorazione bicolore blu/rosso, facilmente identificabile a bordo Forma allungata che richia	5.09	6.88	https://www.onautica.com/products/portachiavi-parabordo-allungato-blu-rosso?variant=52577475559771&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portachiavi_parabordo_allungato_blu_rosso.png?v=1773341776	Nautica;Comfort di Bordo;Tavoli e Accessori	Osculati	8033137124044	limitata	2-4 giorni lavorativi	5.90	nuovo
35.511.05	Portachiavi parabordo allungato rosso/bianco	Portachiavi galleggianti parabordi in soffice e robusto PVC. Misure 28x80 (lunghezza) mm. Caratteristiche principali Galleggiante: non affonda se cade in acqua, evitando la perdita delle chiavi Colorazione bicolore rosso/bianco ad alta visibilità, facile	5.20	7.01	https://www.onautica.com/products/portachiavi-parabordo-allungato-rosso-bianco?variant=52577475297627&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portachiavi_parabordo_allungato_rosso_bianco.png?v=1773341775	Nautica;Comfort di Bordo;Tavoli e Accessori	Osculati	8033137124075	limitata	2-4 giorni lavorativi	5.90	nuovo
5814815	Portachiavi Parabordo Galleggiante – Portachiavi Colorato in PVC Morbido per Barca	Portachiavi galleggianti parabordi in soffice e robusto PVC. Caratteristiche principali Galleggianti: non si perdono se cadono in acqua Disponibili in colori vivaci per un riconoscimento immediato Design a forma di parabordo, un classico simbolo del mondo	5.71	9.70	https://www.onautica.com/products/portachiavi-parabordo-colorati?variant=52577475658075&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portachiavi_parabordo_colorati.png?v=1773341777	Nautica;Comfort di Bordo;Tavoli e Accessori	Motomarine	8033626181541	disponibile	2-4 giorni lavorativi	5.90	nuovo
35.511.03	Portachiavi parabordo tondo bianco/blu	Portachiavi a forma di parabordo tondo, realizzato in PVC flessibile nei classici colori bianco e blu : il gadget ideale per tenere sempre con sé un tocco di vita marinara. Pratico e resistente, è il regalo perfetto per gli appassionati di nautica. Materi	5.09	6.88	https://www.onautica.com/products/portachiavi-parabordo-tondo-bianco-blu?variant=52577475690843&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Portachiavi_parabordo_tondo_bianco_blu.png?v=1773341776	Nautica;Comfort di Bordo;Tavoli e Accessori	Osculati	8033137124051	limitata	2-4 giorni lavorativi	5.90	nuovo
20.291.00	Portello d'Ispezione FLUSH CE Bianco Pedonabile – 5 Misure Disponibili - 380x280 mm.	Portello d'Ispezione FLUSH CE Bianco – Design Carenato Pedonabile con Apertura 180° per Imbarcazioni da Diporto Il portello d'ispezione FLUSH CE rappresenta il top di gamma per estetica e funzionalità a bordo. Grazie al suo design Flush , il coperchio car	28.09	50.56	https://www.onautica.com/products/portello-ispezione-flush-ce-bianco-pedonabile-5-misure?variant=52513551614299&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/portello-ispezione-flush-ce-bianco-pedonabile-5-misureb.webp?v=1777050947	Nautica;Accessori;Sportelli	CAN	8033626278340	limitata	2-4 giorni lavorativi	5.90	nuovo
